video_id,category_id,tags_words,title_words,views,tag_length,description_length,title_length,category_names_length,channel_title_length,Analysis_title,Analysis_tags,Analysis_descrp
Jw1Y-zhQURU,26.0,35,7,7224515.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,7563254.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,7727696.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8041928.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8151265.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8247477.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8336756.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8401779.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8458952.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8506014.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8551847.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8604331.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8668453.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
Jw1Y-zhQURU,26.0,35,7,8721841.0,149.0,821.0,45.0,13,10.0,Neutral,Neutral,Positive
MyEqfBkzESU,26.0,66,4,300617.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,366892.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,390261.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,414658.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,431663.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,442622.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,457524.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,466991.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,474245.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,482213.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
MyEqfBkzESU,26.0,66,4,488652.0,228.0,307.0,33.0,13,12.0,Neutral,Positive,Neutral
b4vTZx_AtHk,26.0,53,8,2063667.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2244971.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2291077.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2323897.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2369461.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2407030.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2433860.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2455212.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2476292.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2497728.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
b4vTZx_AtHk,26.0,53,8,2516401.0,198.0,1193.0,32.0,13,10.0,Neutral,Neutral,Positive
OWvCCu2t6Ts,26.0,56,11,238843.0,240.0,1034.0,52.0,13,17.0,Neutral,Negative,Positive
OWvCCu2t6Ts,26.0,56,11,250939.0,240.0,1034.0,52.0,13,17.0,Neutral,Negative,Positive
OWvCCu2t6Ts,26.0,56,11,255394.0,240.0,1034.0,52.0,13,17.0,Neutral,Negative,Positive
9GqL1DSQDL0,26.0,29,13,332967.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,353204.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,363053.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,371031.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,377430.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,383316.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,388529.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,392070.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
9GqL1DSQDL0,26.0,29,13,395774.0,128.0,1148.0,49.0,13,20.0,Positive,Positive,Positive
RYs08kX3Ih4,26.0,1,10,219030.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,232083.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,237639.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,242314.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,246772.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,251141.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,255715.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,259354.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
RYs08kX3Ih4,26.0,1,10,263147.0,7.0,1464.0,54.0,13,12.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,77630.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,81222.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,83028.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,84138.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,84975.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,85889.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,86926.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,87721.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
q-WipZ9p0wk,26.0,78,7,88909.0,322.0,388.0,35.0,13,19.0,Neutral,Neutral,Positive
510KQ_LXGww,26.0,65,7,1390440.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
510KQ_LXGww,26.0,65,7,1447205.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
510KQ_LXGww,26.0,65,7,1482135.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
510KQ_LXGww,26.0,65,7,1506783.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
510KQ_LXGww,26.0,65,7,1531183.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
510KQ_LXGww,26.0,65,7,1557497.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
510KQ_LXGww,26.0,65,7,1583680.0,201.0,1843.0,35.0,13,6.0,Neutral,Positive,Positive
ZwIuff3270M,26.0,25,7,42479.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,46770.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,47821.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,48507.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,49077.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,49526.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,49929.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,50462.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
ZwIuff3270M,26.0,25,7,50755.0,81.0,260.0,32.0,13,8.0,Neutral,Neutral,Negative
CR9zYgr84QY,26.0,116,7,122669.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,128209.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,131394.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,134746.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,137434.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,139528.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,141277.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,142752.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
CR9zYgr84QY,26.0,116,7,144066.0,391.0,960.0,48.0,13,12.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,104865.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,107031.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,108017.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,108768.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,109494.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,110346.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sF1l7v3XY6I,26.0,31,6,111971.0,83.0,718.0,33.0,13,14.0,Neutral,Neutral,Positive
sLJdBmAeB_U,26.0,82,14,87772.0,325.0,3179.0,66.0,13,9.0,Neutral,Positive,Positive
FmYMq9EHhdE,26.0,31,12,192138.0,90.0,1016.0,56.0,13,18.0,Positive,Neutral,Positive
hIwRdDcQBEU,26.0,36,6,51301.0,134.0,2726.0,33.0,13,12.0,Neutral,Neutral,Positive
tSjvx_c4meE,26.0,59,8,165847.0,211.0,1936.0,40.0,13,12.0,Negative,Neutral,Positive
L99Bi097wak,26.0,111,8,79683.0,377.0,3696.0,47.0,13,13.0,Neutral,Positive,Positive
L99Bi097wak,26.0,111,8,80522.0,377.0,3696.0,47.0,13,13.0,Neutral,Positive,Positive
L99Bi097wak,26.0,111,8,81157.0,377.0,3696.0,47.0,13,13.0,Neutral,Positive,Positive
xxWXD073Ql0,26.0,72,8,313094.0,219.0,1404.0,46.0,13,10.0,Neutral,Positive,Positive
xxWXD073Ql0,26.0,72,8,316423.0,219.0,1404.0,46.0,13,10.0,Neutral,Positive,Positive
xxWXD073Ql0,26.0,72,8,318635.0,219.0,1404.0,46.0,13,10.0,Neutral,Positive,Positive
kRDb2X3gFmo,26.0,145,12,136475.0,526.0,1481.0,65.0,13,10.0,Neutral,Positive,Positive
kRDb2X3gFmo,26.0,145,12,139762.0,526.0,1481.0,65.0,13,10.0,Neutral,Positive,Positive
kRDb2X3gFmo,26.0,145,12,141556.0,526.0,1481.0,65.0,13,10.0,Neutral,Positive,Positive
twjTkBN3Q9A,26.0,146,11,1172090.0,519.0,1055.0,68.0,13,14.0,Neutral,Positive,Positive
twjTkBN3Q9A,26.0,146,11,1192068.0,519.0,1055.0,68.0,13,14.0,Neutral,Positive,Positive
acIRvVxB4go,26.0,74,10,27065.0,295.0,2265.0,45.0,13,9.0,Neutral,Neutral,Positive
acIRvVxB4go,26.0,74,10,50614.0,295.0,2265.0,45.0,13,9.0,Neutral,Neutral,Positive
RDP8Oh-br4Y,26.0,52,8,58290.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,91174.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,101539.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,106411.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,111946.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,115912.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,118543.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,120600.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,122177.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,123761.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,124897.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,127899.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
RDP8Oh-br4Y,26.0,52,8,130064.0,178.0,1140.0,39.0,13,18.0,Positive,Positive,Neutral
EvWPqF_AQHI,26.0,47,6,76238.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,87417.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,91700.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,94885.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,97864.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,100137.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,101248.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,102278.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,103199.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,103818.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,104253.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,104848.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
EvWPqF_AQHI,26.0,47,6,105390.0,173.0,2041.0,36.0,13,12.0,Neutral,Neutral,Neutral
ph2RlcltYdM,26.0,93,11,92705.0,317.0,2134.0,52.0,13,12.0,Neutral,Positive,Positive
ph2RlcltYdM,26.0,93,11,96874.0,317.0,2134.0,52.0,13,12.0,Neutral,Positive,Positive
ph2RlcltYdM,26.0,93,11,99510.0,317.0,2134.0,52.0,13,12.0,Neutral,Positive,Positive
ph2RlcltYdM,26.0,93,11,101741.0,317.0,2134.0,52.0,13,12.0,Neutral,Positive,Positive
ph2RlcltYdM,26.0,93,11,104006.0,317.0,2134.0,52.0,13,12.0,Neutral,Positive,Positive
ph2RlcltYdM,26.0,93,11,106126.0,317.0,2134.0,52.0,13,12.0,Neutral,Positive,Positive
NcVxrr_q3Hw,26.0,1,9,1505.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1540.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1559.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1566.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1571.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1577.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1581.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
NcVxrr_q3Hw,26.0,1,9,1583.0,6.0,92.0,53.0,13,30.0,Positive,Neutral,Negative
icqp_XDH_BI,26.0,50,6,65647.0,219.0,1066.0,35.0,13,17.0,Positive,Positive,Positive
icqp_XDH_BI,26.0,50,6,125720.0,219.0,1066.0,35.0,13,17.0,Positive,Positive,Positive
